OrganisationNo;LineDiscount;CustomerUnit;AccountManager;Municipality;County;Country;NoOfEmployees;Potential;AccessoryRatio;TargetAccessory;NSB;CPLow;Days;TargetDays;NrOfOrder;Software
16605;No;SMB Small;Unassigned_NO;Rakkestad;Østfold;Dustin Norway;2,6;0;0,683908;No;3060,25;0,238598154;693;9999;2;No
16606;No;SMB Small;Unassigned_DK;Brøndby;Hovedstaden;Dustin Denmark;1,3;13338;0;No;7013,83;0,093036187;49;9999;2;No
16607;No;SMB Small;Unassigned_SE;Not Defined;Not Defined;Dustin Sweden;1;0;0,213998;No;7472;0,1070356;22;9999;1;No
16608;No;SMB Small;Unassigned_SE;Hässleholm;Skåne;Dustin Sweden;1,3;0;0;No;1245;0,126995984;715;9999;1;No
16609;No;SMB Small;Unassigned_SE;Karlskrona;Blekinge;Dustin Sweden;27,1;227999;1;No;774;0,317054264;15;9999;1;No
16610;No;SMB Large;Torben Nielsen;Lyngby-Taarbæk;Hovedstaden;Dustin Denmark;525,4;5051053;0,009322;No;516839,93;0,092715785;4;4;64;Yes
16611;No;SMB Small;Unassigned_SE;Fagersta;Västmanland;Dustin Sweden;13,4;89512;0,217342;No;59013,02;0,150179401;169;9999;16;No
16612;Yes;SMB Small;Unassigned_SE;Habo;Jönköping;Dustin Sweden;13,4;157182;0,23984;No;56244,76;0,119503221;76;9999;17;No
16613;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;14157;1;No;1938;0,031754386;159;9999;1;No
16614;No;SMB Mid;Unassigned_DK;Allerød;Hovedstaden;Dustin Denmark;30;384300;0,215404;No;132696,51;0,146716443;36;9999;26;No
16615;No;SMB Small;Unassigned_SE;Upplands Väsby;Stockholm;Dustin Sweden;-1;0;1;No;2841;0,387993664;68;9999;2;No
16616;No;SMB Small;Unassigned_NO;Masfjorden;Hordaland;Dustin Norway;1,3;6341,4;0;No;5596,33;0,028231001;350;9999;1;No
16617;Yes;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;30;326700;0,156649;No;143798,39;0,083230278;61;9999;16;No
16618;No;SMB Small;Unassigned_NO;Oslo;Oslo;Dustin Norway;1,8;0;1;No;3271,12;0,131410648;455;9999;4;No
16619;No;SMB Small;Unassigned_SE;Lomma;Skåne;Dustin Sweden;6,5;70785;0,201973;No;21899,01;0,138242779;208;9999;4;No
16620;No;Corporate;Niklas Camén;Solna;Stockholm;Dustin Sweden;88,6;799934;0,054362;No;7026,96;0,086851213;393;9999;5;No
16621;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0;No;5695;0,179115013;433;9999;1;No
16622;No;SMB Small;Unassigned_SE;Eskilstuna;Södermanland;Dustin Sweden;13,4;89512;0,092499;No;232274,56;0,092363451;5;47;39;Yes
16623;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;39708;0;No;31994;0,121105832;197;9999;2;No
16624;No;SMB Small;Unassigned_SE;Hässleholm;Skåne;Dustin Sweden;1,3;14157;0,727567;No;15413;0,121999611;53;9999;2;No
16625;No;SMB Small;Unassigned_SE;Helsingborg;Skåne;Dustin Sweden;2,6;28314;0,012479;No;23641,03;0,112124133;358;9999;5;No
16626;Yes;Corporate;Daniel Källberg;Arvika;Värmland;Dustin Sweden;6,5;54535;0;No;19751;0,063978533;312;9999;3;No
16627;No;SMB Small;Unassigned_SE;Sollentuna;Stockholm;Dustin Sweden;1,3;13481;0,216654;No;826,2;0,053836843;338;9999;1;No
16628;No;SMB Small;Unassigned_SE;Lerum;Västra Götaland;Dustin Sweden;1,8;16956;0,1516;No;20699,13;0,080984563;116;9999;2;No
16629;No;SMB Small;Unassigned_DK;Ringsted;Sjælland;Dustin Denmark;6,5;0;0;No;8899,21;0,120226402;536;9999;1;No
16630;No;SMB Small;Unassigned_SE;Gnosjö;Jönköping;Dustin Sweden;1,3;13598;0,138065;No;35642,58;0,092872345;63;1035;4;Yes
16631;Yes;Corporate;Niklas Camén;Nacka;Stockholm;Dustin Sweden;83,2;739023,8;0,522777;No;79081,71;0,106713929;39;9999;36;No
16632;No;SMB Small;Unassigned_SE;Leksand;Dalarna;Dustin Sweden;1,8;0;0,130274;No;4598;0,119586777;726;9999;2;No
16633;No;SMB Small;Unassigned_DK;Horsens;Midtjylland;Dustin Denmark;6,5;0;1;No;3021,58;0,111544291;519;9999;1;No
16634;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;6,5;143390;0,041643;No;28792;0,037887608;329;9999;5;No
16635;No;SMB Small;Unassigned_SE;Ängelholm;Skåne;Dustin Sweden;1,8;19602;1;No;10433,2;0,189587087;46;9999;5;No
16636;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0;No;3049;0,118727452;659;9999;1;No
16637;No;SMB Small;Unassigned_SE;Alingsås;Västra Götaland;Dustin Sweden;1,8;19602;0,530144;No;2969;0,232142135;292;9999;4;No
16638;No;SMB Small;Unassigned_SE;Filipstad;Värmland;Dustin Sweden;1,8;8222,4;0;No;2099;0,108456408;176;9999;1;No
16639;No;SMB Small;Unassigned_SE;Lund;Skåne;Dustin Sweden;1,3;0;0,664941;No;3865;0,236424321;1;9999;2;No
16640;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;14157;0,044637;No;20857;0,075010308;340;9999;2;No
16641;No;SMB Small;Unassigned_SE;Ekerö;Stockholm;Dustin Sweden;1,8;15102;0,027986;No;15865;0,108818153;33;9999;5;No
16642;No;SMB Small;Unassigned_SE;Sundsvall;Västernorrland;Dustin Sweden;1,8;15102;0;No;2499;0,017567027;308;9999;1;No
16643;No;SMB Small;Unassigned_SE;Lidingö;Stockholm;Dustin Sweden;3,1;24829,3;0,063377;No;20101,92;0,058793886;113;9999;2;No
16644;No;SMB Mid;Mid - Segmentet;Herrljunga;Västra Götaland;Dustin Sweden;68;797640;0,509976;No;107999;0,174931064;183;634;47;Yes
16645;No;SMB Small;Unassigned_SE;Norrtälje;Stockholm;Dustin Sweden;6,5;0;0,049418;No;7993;0,080942074;722;9999;1;No
16646;No;SMB Small;Unassigned_SE;Nykvarn;Stockholm;Dustin Sweden;6,5;0;0,012644;No;8304;0,082497592;504;9999;4;No
16647;No;SMB Small;Unassigned_DK;Århus;Midtjylland;Dustin Denmark;1,8;11430;0,74674;No;64684;0,1623924;132;9999;13;No
16648;No;SMB Small;SMB SE Pool;Sigtuna;Stockholm;Dustin Sweden;13,4;89512;0,157861;No;40497,54;0,113827655;83;9999;13;No
16649;No;Corporate;Tero Koskinen;Helsinki;Uusimaa;Dustin Finland;1,8;2497,5;0,045197;No;138041,77;0,125280341;32;348;9;Yes
16650;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;1,8;45594;0,099903;No;161634,83;0,082381997;76;9999;10;No
16651;No;SMB Small;Unassigned_SE;Tranemo;Västra Götaland;Dustin Sweden;6,5;54535;1;No;2013;0,22958768;314;9999;1;No
16652;No;SMB Small;Unassigned_NO;Kristiansand;Vest-Agder;Dustin Norway;1,3;0;0;No;1328,54;0,159475816;428;9999;1;No
16653;No;SMB Small;Unassigned_SE;Partille;Västra Götaland;Dustin Sweden;31,8;212424;0,101906;No;294879,41;0,118149246;8;243;68;Yes
16654;No;SMB Small;Unassigned_SE;Örnsköldsvik;Västernorrland;Dustin Sweden;1,8;0;0,119463;No;18717;0,090747449;463;974;5;Yes
16655;No;Public;Andreas Braderup Klinge;Oppdal;Sør-Trøndelag;Dustin Norway;2541,2;21308071,33;1;No;97586,95;0,45008805;35;9999;160;No
16656;Yes;Corporate;Eirik Hanssen;Oslo;Oslo;Dustin Norway;68;531080;0,131072;No;431508,16;0,049475866;20;9999;49;No
16657;No;SMB Small;Unassigned_DK;Bornholm;Hovedstaden;Dustin Denmark;1,3;12467;0;No;164,75;0,2984522;308;9999;1;No
16658;No;SMB Mid;Unassigned_DK;København;Hovedstaden;Dustin Denmark;69,8;894138;0;No;356,46;0,113505022;669;9999;1;No
16659;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;28678;0,064276;No;17098;0,091108902;270;9999;3;No
16660;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;1,3;0;1;No;147,32;0,773622047;389;9999;1;No
16661;No;SMB Small;Unassigned_SE;Sundbyberg;Stockholm;Dustin Sweden;1,8;19602;0;No;3539;0,045671094;365;9999;1;No
16662;No;Public;Rasmus Winther;København;Hovedstaden;Dustin Denmark;7301,1;75329759,2;0,859765;No;12781,82;0,290484454;39;9999;8;No
16663;No;SMB Small;Unassigned_SE;Alvesta;Kronoberg;Dustin Sweden;6,5;0;0,169884;No;9995;0,117821911;700;9999;1;No
16664;No;SMB Small;Unassigned_DK;Århus;Midtjylland;Dustin Denmark;1,3;16653;0,458006;No;26013,03;0,155956073;75;9999;4;No
16665;No;SMB Small;Unassigned_DK;Odense;Syddanmark;Dustin Denmark;1,8;0;0;No;19838,72;0,076146042;600;9999;1;No
16666;No;SMB Small;Unassigned_SE;Tjörn;Västra Götaland;Dustin Sweden;1,8;39708;0,630389;No;10460,2;0,172707023;267;9999;4;No
16667;No;SMB Small;Not Defined;Pietarsaari;Pohjanmaa;Dustin Finland;68;99898,8;0,212454;No;65099,17;0,117989062;21;9999;10;No
16668;No;SMB Small;Unassigned_DK;København;Hovedstaden;Dustin Denmark;1116,1;11421892;0,466508;No;7731,09;0,121270093;22;9999;8;No
16669;No;SMB Small;Unassigned_SE;Göteborg;Västra Götaland;Dustin Sweden;1,8;0;0,410689;No;5089;0,235429357;702;9999;5;No
16670;No;SMB Small;Unassigned_NO;Sandnes;Rogaland;Dustin Norway;1,8;0;1;No;217,73;0,315987691;615;9999;1;No
16671;No;SMB Mid;Unassigned_NO;Oslo;Oslo;Dustin Norway;31,8;708504;1;No;2976,4;0,406480984;281;9999;1;No
16672;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;19602;1;No;4419;0,210932338;186;9999;1;No
16673;No;SMB Small;Unassigned_DK;Ballerup;Hovedstaden;Dustin Denmark;6,5;0;0;No;15836,31;0,074900656;412;9999;3;No
16674;No;SMB Mid;Mid - Segmentet;Helsingborg;Skåne;Dustin Sweden;30;351900;0,078388;No;19952;0,116950682;259;9999;3;No
16675;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;295604;0;No;1428;0,129047619;239;9999;1;No
16676;No;SMB Small;Unassigned_SE;Vallentuna;Stockholm;Dustin Sweden;1,8;21114;0,191458;No;38700,86;0,104925317;26;35;8;Yes
16677;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;6,5;0;0;No;12198,01;0,051350999;509;9999;2;No
16678;No;SMB Small;Unassigned_SE;Värmdö;Stockholm;Dustin Sweden;1,8;0;0,031582;No;2818;0,095578424;600;9999;1;No
16679;No;SMB Small;Unassigned_SE;Jönköping;Jönköping;Dustin Sweden;1,8;19602;1;No;495;0,385575758;188;9999;1;No
16680;No;SMB Mid;Unassigned_DK;Gladsaxe;Hovedstaden;Dustin Denmark;30;0;0,388059;No;771,3;0,276740568;588;9999;1;No
16681;No;SMB Small;Unassigned_SE;Nordanstig;Gävleborg;Dustin Sweden;1,3;0;0,020932;No;19013,56;0,050128435;404;9999;1;No
16682;No;SMB Small;Unassigned_DK;Lemvig;Midtjylland;Dustin Denmark;1,8;23058;1;No;372,83;0,371187941;190;9999;1;No
16683;No;SMB Small;Unassigned_NO;Bærum;Akershus;Dustin Norway;1,8;9936;0,173982;No;22079,25;0,116424244;215;9999;7;No
16684;No;SMB Small;Unassigned_SE;Täby;Stockholm;Dustin Sweden;6,5;0;0;No;3099;0,12226202;705;9999;1;No
16685;No;SMB Small;Unassigned_NO;Bærum;Akershus;Dustin Norway;1,8;22104;0,048973;No;20927,11;0,053024044;133;9999;2;No
16686;No;SMB Small;Unassigned_DK;Herning;Midtjylland;Dustin Denmark;1,3;0;1;No;706,51;0,241780017;680;9999;1;No
16687;No;Corporate;Christian Erhama;Kotka;Kymenlaakso;Dustin Finland;1,8;2010,42;0;No;8711,53;0,159667705;88;9999;2;No
16688;No;SMB Mid;Unassigned_DK;Täby;Stockholm;Dustin Denmark;81,4;733549;0,324644;No;45822,14;0,147311758;349;9999;10;No
16689;No;SMB Small;Not Defined;Kangasala;Pirkanmaa;Dustin Finland;1,8;1026,36;0,311086;No;4152,22;0,06937012;270;9999;1;No
16690;No;SMB Small;Unassigned_SE;Alingsås;Västra Götaland;Dustin Sweden;1,3;0;0;No;999;0,176766767;621;9999;1;No
16691;No;SMB Small;Unassigned_SE;Växjö;Kronoberg;Dustin Sweden;1,8;19602;0,64421;No;3936,6;0,156449728;209;9999;3;No
16692;No;SMB Small;Unassigned_DK;Rødovre;Hovedstaden;Dustin Denmark;1,8;0;0,359583;No;2598,34;0,128597489;695;9999;2;No
16693;No;SMB Small;Unassigned_SE;Alingsås;Västra Götaland;Dustin Sweden;1,3;14157;0,096691;No;13382,7;0,091583911;174;9999;2;No
16694;No;SMB Small;Unassigned_DK;Hvidovre;Hovedstaden;Dustin Denmark;30;0;1;No;4793,28;0,416257761;413;9999;2;No
16695;Yes;SMB Small;Unassigned_SE;Partille;Västra Götaland;Dustin Sweden;1,8;19602;0;No;13186,46;0,047399378;20;9999;2;No
16696;No;SMB Small;Unassigned_SE;Malmö;Skåne;Dustin Sweden;1,8;12024;0,186918;No;17093;0,159953197;60;974;3;Yes
16697;No;SMB Mid;Unassigned_NO;Bergen;Hordaland;Dustin Norway;30;368400;0;No;9909,62;0,183194714;14;9999;2;No
16698;No;SMB Small;Unassigned_SE;Härjedalen;Jämtland;Dustin Sweden;6,5;0;0,040781;No;2918;0,061583276;671;9999;1;No
16699;No;SMB Small;Unassigned_SE;Vellinge;Skåne;Dustin Sweden;1,8;18828;0,059913;No;11600;0,096465517;75;75;1;Yes
16700;No;SMB Small;Simon Burvall (ext);Heby;Uppsala;Dustin Sweden;1,8;19602;0,078823;No;35509,6;0,113155316;180;9999;7;No
16701;Yes;SMB Small;Unassigned_DK;Ærø;Syddanmark;Dustin Denmark;6,5;82420;0,081222;No;59257,65;0,093861468;1;711;13;Yes
16702;No;SMB Small;Unassigned_SE;Skurup;Skåne;Dustin Sweden;1,3;0;0;No;2495;0,186537074;558;9999;1;No
16703;No;SMB Small;Unassigned_NO;Skien;Telemark;Dustin Norway;1,8;0;0,365491;No;5317,11;0,102190852;410;9999;1;No
16704;No;SMB Small;Unassigned_DK;Helsingør;Hovedstaden;Dustin Denmark;1,3;0;0;No;2936,28;0,10383206;658;9999;1;No
16705;Yes;SMB Mid;Mid LRLF;Solna;Stockholm;Dustin Sweden;47,3;402859;0,269252;No;135304,25;0,114666908;7;9999;20;No
16706;No;SMB Large;SMB SE Pool;Stockholm;Stockholm;Dustin Sweden;307;2723090;0,152407;No;133201,09;0,158126859;340;614;22;Yes
16707;Yes;Public;Andreas Braderup Klinge;Trondheim;Sør-Trøndelag;Dustin Norway;2501,3;22487081,33;0,712247;No;716339,18;0,77836347;7;9999;239;No
16708;No;SMB Small;Unassigned_SE;Trollhättan;Västra Götaland;Dustin Sweden;6,5;70785;0,317676;No;11240,98;0,108350873;326;9999;2;No
16709;No;SMB Small;Unassigned_NO;Oslo;Oslo;Dustin Norway;1,3;3434,6;0;No;19215,73;0,170871989;230;9999;1;No
16710;No;SMB Small;Unassigned_SE;Sigtuna;Stockholm;Dustin Sweden;-1;0;0,097781;No;87614;0,10708243;701;701;14;Yes
16711;Yes;Corporate;Lasse Pettersen;Kviteseid;Telemark;Dustin Norway;137;1304240;0,411459;No;487060,65;0,429529526;6;140;37;Yes
16712;No;SMB Small;Unassigned_NO;Moss;Østfold;Dustin Norway;13,4;153162;0,03036;No;110668,52;0,099607097;57;9999;5;No
16713;No;SMB Small;Unassigned_DK;Lemvig;Midtjylland;Dustin Denmark;1,8;0;1;No;2142,73;0,085965101;622;9999;1;No
16714;No;SMB Mid;Mid LRLF;Norrköping;Östergötland;Dustin Sweden;60,8;514612;0,252416;No;71195,83;0,109073383;159;9999;12;No
16715;No;SMB Small;Unassigned_SE;Nacka;Stockholm;Dustin Sweden;1,3;12246;1;No;1679;0,285646218;46;9999;1;No
16716;No;SMB Mid;Unassigned_DK;Herning;Midtjylland;Dustin Denmark;30;230400;0,14598;No;150429,92;0,111969813;89;663;42;Yes
16717;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;0,023201;No;17197;0,088106065;567;9999;2;No
16718;No;SMB Small;Unassigned_NO;Kristiansand;Vest-Agder;Dustin Norway;1,3;15964;1;No;11398,34;0,176102836;75;9999;1;No
16719;No;SMB Small;Unassigned_SE;Norrköping;Östergötland;Dustin Sweden;1,3;0;0,095623;No;26531;0,115473597;539;9999;3;No
16720;No;Corporate;Pekka Vuorio;Leppävirta;Pohjois-Savo;Dustin Finland;137;208906,02;0,088655;No;35345,8;0,15472588;113;9999;7;No
16721;No;SMB Small;Unassigned_SE;Tyresö;Stockholm;Dustin Sweden;1,3;14157;0,440632;No;19183,8;0,09463245;173;9999;4;No
16722;No;SMB Small;Unassigned_SE;Nässjö;Jönköping;Dustin Sweden;1,8;12024;0,07877;No;18408;0,058782595;22;9999;3;No
16723;No;SMB Mid;Mid LRLF;Stockholm;Stockholm;Dustin Sweden;30;326700;0,163289;No;51430;0,10238635;19;9999;10;No
16724;No;SMB Large;Sebastian Wollbraaten;Jevnaker;Oppland;Dustin Norway;307;3509010;0,396701;No;417072,71;0,134973588;13;9999;45;No
16725;No;SMB Large;Simon Krook;Stockholm;Stockholm;Dustin Sweden;338,8;2901932;0,243079;No;474296,88;0,126136946;4;9999;49;No
16726;No;SMB Small;Unassigned_SE;Uddevalla;Västra Götaland;Dustin Sweden;6,5;76245;1;No;4398;0,201284675;28;9999;4;No
16727;No;SMB Small;Not Defined;Ylivieska;Pohjois-Pohjanmaa;Dustin Finland;1,8;0;0;No;1045,35;0,242760798;565;9999;2;No
16728;No;SMB Large;Morten Krogh;Viborg;Midtjylland;Dustin Denmark;-1;15782;0,108189;No;175476,14;0,147389953;12;62;15;Yes
16729;No;SMB Small;Unassigned_SE;Lund;Skåne;Dustin Sweden;1,8;40752;0,139563;No;3253;0,095557947;182;9999;1;No
16730;No;Public;Public SE Online;Salem;Stockholm;Dustin Sweden;31,8;251220;0;No;28592,56;0,100867149;267;592;6;Yes
16731;No;SMB Small;Unassigned_SE;Åre;Jämtland;Dustin Sweden;1,8;0;0,343865;No;95232;0,106185106;417;9999;2;No
16732;No;SMB Small;Unassigned_SE;Solna;Stockholm;Dustin Sweden;1,8;39708;0,128864;No;17421,44;0,159399567;322;9999;2;No
16733;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;39708;0;No;22279;0,118975268;46;9999;1;No
16734;No;SMB Small;Unassigned_NO;Spydeberg;Østfold;Dustin Norway;1,8;0;1;No;1437,78;0,207291797;644;9999;1;No
16735;No;SMB Mid;Mid - Segmentet;Helsingborg;Skåne;Dustin Sweden;84,6;0;0,359431;No;4994;0,100788947;666;9999;2;No
16736;No;Public;Jouni Näätänen;Helsinki;Uusimaa;Dustin Finland;7235;10000447,28;0,305099;No;8351440,44;0,113360431;1;14;199;Yes
16737;No;SMB Small;Unassigned_SE;Göteborg;Västra Götaland;Dustin Sweden;6,5;57655;0,156126;No;16634;0,064003848;231;9999;3;No
16738;No;SMB Small;Unassigned_SE;Linköping;Östergötland;Dustin Sweden;1,3;0;0,111765;No;65459,03;0,109503456;453;9999;4;No
16739;No;SMB Small;Unassigned_DK;Horsens;Midtjylland;Dustin Denmark;6,5;49920;0;No;1136,46;0,160014431;102;9999;1;No
16740;No;SMB Small;Unassigned_DK;Helsingør;Hovedstaden;Dustin Denmark;-1;14998,78;0,072803;No;14655,26;0,089337207;194;9999;1;No
16741;Yes;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;89512;0,182262;No;97185,79;0,119427953;43;1044;18;Yes
16742;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;13,4;295604;0,198939;No;407734,62;0,130807583;26;9999;23;No
16743;No;SMB Small;Unassigned_SE;Karlskrona;Blekinge;Dustin Sweden;1,3;0;0;No;9443,32;0,073676419;498;9999;3;No
16744;Yes;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;6,5;54535;1;No;3888,78;0,176307222;11;9999;2;No
16745;No;SMB Small;Unassigned_DK;Køge;Sjælland;Dustin Denmark;1,8;45846;0,090444;No;2335,68;0,16421342;270;9999;1;No
16746;No;SMB Small;Unassigned_SE;Uppsala;Uppsala;Dustin Sweden;13,4;61211,2;0,78535;No;15113;0,280475088;204;9999;5;No
16747;No;SMB Mid;Mid - Segmentet;Linköping;Östergötland;Dustin Sweden;30;269700;0,367864;No;89688,06;0,15840938;35;721;20;Yes
16748;No;SMB Mid;Mid - Segmentet;Ängelholm;Skåne;Dustin Sweden;6,5;70785;0,149805;No;38696,76;0,115002393;15;993;12;Yes
16749;No;SMB Small;Unassigned_NO;Bergen;Hordaland;Dustin Norway;1,8;10080;0,06255;No;43731,97;0,144879135;181;9999;12;No
16750;No;SMB Small;Unassigned_NO;Oslo;Oslo;Dustin Norway;1,3;14859;0,032875;No;20921,51;0,064965196;43;9999;5;No
16751;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,8;0;1;No;431;0,384060325;617;9999;1;No
16752;No;SMB Small;Unassigned_SE;Kalmar;Kalmar;Dustin Sweden;1,8;15102;0,117227;No;29652,04;0,099189466;33;33;5;Yes
16753;No;SMB Small;Unassigned_SE;Falun;Dalarna;Dustin Sweden;1,3;14157;0,027594;No;18083;0,18258143;294;341;5;Yes
16754;No;SMB Mid;Unassigned_DK;Egedal;Hovedstaden;Dustin Denmark;43,4;416206;0,070839;No;3679,71;0,067494449;102;9999;1;No
16755;No;SMB Small;Unassigned_SE;Falun;Dalarna;Dustin Sweden;1,8;19602;0,205216;No;6607,64;0,085157484;258;9999;1;No
16756;No;SMB Small;Unassigned_SE;Örebro;Örebro;Dustin Sweden;1,8;0;1;No;990;0,334434343;644;9999;2;No
16757;No;SMB Mid;Unassigned_DK;Mariagerfjord;Nordjylland;Dustin Denmark;68;920720;0,300833;No;131126,04;0,160219206;1;9999;41;No
16758;No;SMB Mid;Unassigned_DK;Rødovre;Hovedstaden;Dustin Denmark;138,8;1065984;0,087141;No;256541,97;0,170839025;1;76;30;Yes
16759;Yes;SMB Small;Unassigned_SE;Mark;Västra Götaland;Dustin Sweden;1,3;10907;0,535057;No;8429;0,129768656;188;9999;3;No
16760;No;SMB Small;Unassigned_SE;Jönköping;Jönköping;Dustin Sweden;-1;0;0,089821;No;115729;0,068834087;559;9999;6;No
16761;No;SMB Small;Unassigned_SE;Ockelbo;Gävleborg;Dustin Sweden;1,8;19602;0,491838;No;15328,2;0,168447698;88;9999;10;No
16762;No;SMB Small;Unassigned_DK;Vejen;Syddanmark;Dustin Denmark;1,3;5905,9;0,067533;No;1530,2;0,260704483;142;9999;2;No
16763;No;SMB Small;Unassigned_SE;Tyresö;Stockholm;Dustin Sweden;1,8;0;0,430205;No;437;0,407734554;728;9999;1;No
16764;No;SMB Mid;Mid - Segmentet;Örebro;Örebro;Dustin Sweden;137;915160;0,153111;No;299331,74;0,102742663;15;102;37;Yes
16765;No;SMB Small;Unassigned_SE;Sundbyberg;Stockholm;Dustin Sweden;1,8;0;1;No;1494;0,279692102;601;9999;2;No
16766;No;SMB Mid;Unassigned_NO;Oslo;Oslo;Dustin Norway;71,6;0;0;No;1037,51;0,316729477;566;9999;2;No
16767;No;SMB Small;Unassigned_SE;Ängelholm;Skåne;Dustin Sweden;1,3;0;0;No;21394;0,097127232;670;670;1;Yes
16768;No;SMB Small;Unassigned_NO;Bergen;Hordaland;Dustin Norway;-1;0;1;No;12866,27;0,193195075;281;9999;4;No
16769;No;SMB Mid;Unassigned_NO;Sykkylven;Møre og Romsdal;Dustin Norway;30;222900;1;No;6431,98;0,490564336;28;9999;6;No
16770;Yes;Public;Andreas Braderup Klinge;Trondheim;Sør-Trøndelag;Dustin Norway;2501,3;22487081,33;0,368152;No;134749,42;0,927444808;13;9999;61;No
16771;No;SMB Small;Unassigned_SE;Luleå;Norrbotten;Dustin Sweden;1,8;0;0,062663;No;2681;0,111585229;589;9999;2;No
16772;Yes;SMB Small;Unassigned_SE;Norrtälje;Stockholm;Dustin Sweden;13,4;157182;0,321941;No;123732,18;0,156927567;5;9999;32;No
16773;No;SMB Small;Unassigned_SE;Stockholm;Stockholm;Dustin Sweden;1,3;28678;1;No;948;0,123702532;281;9999;1;No
16774;No;Public;Public SE Online;Not Defined;Not Defined;Dustin Sweden;-1;0;0;No;2959;0,164248057;698;9999;1;No
16775;No;SMB Small;Unassigned_SE;Malung-Sälen;Dalarna;Dustin Sweden;1,8;15102;0;No;4949,2;0,053208599;291;9999;4;No
16776;No;SMB Small;Unassigned_DK;Gribskov;Hovedstaden;Dustin Denmark;1,8;23058;0,395825;No;332,47;0,254128192;49;9999;1;No
16777;No;SMB Small;Unassigned_NO;Oslo;Oslo;Dustin Norway;1,3;15964;1;No;13089,69;0,003082579;285;9999;1;No
16778;No;SMB Small;Unassigned_SE;Södertälje;Stockholm;Dustin Sweden;13,4;112426;0,01269;No;8588,82;0,047271919;8;9999;3;No
16779;No;SMB Small;Unassigned_SE;Strängnäs;Södermanland;Dustin Sweden;1,3;11531;0,530656;No;8318;0,475889637;88;9999;3;No
16780;No;SMB Small;Unassigned_SE;Mjölby;Östergötland;Dustin Sweden;13,4;138958;0,334865;No;9611,14;0,093664227;57;9999;2;No
16781;No;SMB Small;Unassigned_SE;Eskilstuna;Södermanland;Dustin Sweden;1,8;15102;0,56939;No;17195,57;0,160508782;137;9999;2;No
16782;Yes;SMB Small;Unassigned_SE;Umeå;Västerbotten;Dustin Sweden;1,8;19602;0,044548;No;12030,39;0,085042131;167;167;4;Yes
16783;No;SMB Small;Unassigned_SE;Uddevalla;Västra Götaland;Dustin Sweden;6,5;67990;0;No;8956;0,049575703;201;9999;1;No
16784;No;SMB Mid;Mid - Segmentet;Eskilstuna;Södermanland;Dustin Sweden;30;351900;0,161981;No;239788,26;0,147871334;6;9999;56;No
16785;No;SMB Small;Unassigned_SE;Malmö;Skåne;Dustin Sweden;1,3;10907;0,403888;No;2263;0,195227574;63;9999;1;No
16786;No;SMB Small;Unassigned_SE;Härjedalen;Jämtland;Dustin Sweden;6,5;57655;0,045289;No;70303;0,105293657;200;623;9;Yes
16787;No;SMB Small;Unassigned_SE;Sundbyberg;Stockholm;Dustin Sweden;6,5;76245;0,554143;No;44162,24;0,182571355;49;9999;13;No
16788;No;SMB Small;Unassigned_SE;Knivsta;Uppsala;Dustin Sweden;1,8;39708;0,016026;No;24833,4;0,075027181;43;9999;3;No
16789;Yes;Public;Morten Sæther;Bærum;Akershus;Dustin Norway;2501,3;22487081,33;0,060355;No;52824220,84;0,076542785;1;298;2241;Yes
